Year,Quarter,Region,Economic Activity,Enterprise size,Number of enterprises,Number of Saudi employees,Number of Saudi male employees,Number of Saudi female employees,Number of Non Saudi employees,Number of Non Saudi male employees,Number of Non Saudi female employees
2023,1,Northern border Region,Usage activities,Micro,21,20,10,10,32,31,1
2023,1,Northern border Region,Usage activities,Medium,1,1,0,1,169,0,169
2023,1,Riyadh Region,Usage activities,Small,177,1118,426,692,1281,979,302
2023,1,Riyadh Region,Usage activities,Large,52,10566,1522,9044,201711,116320,85391
2023,1,Riyadh Region,Usage activities,Micro,760,651,324,327,1094,1050,44
2023,1,Riyadh Region,Usage activities,Medium,31,1615,830,785,1878,896,982
2023,1,Qassim Region,Usage activities,Small,23,106,37,69,434,190,244
2023,1,Qassim Region,Usage activities,Micro,79,73,38,35,108,107,1
2023,1,Qassim Region,Usage activities,Medium,1,10,2,8,184,5,179
2023,1,Medina Region,Usage activities,Small,12,51,23,28,146,25,121
2023,1,Medina Region,Usage activities,Micro,99,70,48,22,149,140,9
2023,1,Medina Region,Usage activities,Medium,1,0,0,0,57,0,57
2023,1,Tabuk Region,Usage activities,Small,5,18,10,8,16,16,0
2023,1,Tabuk Region,Usage activities,Micro,53,34,16,18,73,71,2
2023,1,Jazan Region,Usage activities,Small,2,3,0,3,39,39,0
2023,1,Jazan Region,Usage activities,Micro,42,15,9,6,77,77,0
2023,1,Hail Region,Usage activities,Small,6,41,15,26,27,26,1
2023,1,Hail Region,Usage activities,Micro,49,44,23,21,72,71,1
2023,1,Hail Region,Usage activities,Medium,1,1,1,0,89,0,89
2023,1,Asir Region,Usage activities,Small,13,28,9,19,123,16,107
2023,1,Asir Region,Usage activities,Large,2,0,0,0,15923,10443,5480
2023,1,Asir Region,Usage activities,Micro,124,82,47,35,182,181,1
2023,1,Asir Region,Usage activities,Medium,2,124,41,83,116,55,61
2023,1,Makkah Region,Usage activities,Small,51,222,93,129,394,268,126
2023,1,Makkah Region,Usage activities,Large,9,111,14,97,15108,12019,3089
2023,1,Makkah Region,Usage activities,Micro,386,273,160,113,584,565,19
2023,1,Makkah Region,Usage activities,Medium,6,113,43,70,372,158,214
2023,1,Najran Region,Usage activities,Small,5,10,6,4,54,32,22
2023,1,Najran Region,Usage activities,Micro,53,29,11,18,90,77,13
2023,1,Najran Region,Usage activities,Medium,2,6,0,6,192,10,182
2023,1,Eastern Region,Civil Engineering,Small,439,1615,852,763,6407,6383,24
2023,1,Eastern Region,Civil Engineering,Large,98,25599,20954,4645,112816,112641,175
2023,1,Eastern Region,Civil Engineering,Micro,566,294,157,137,1206,1201,5
2023,1,Eastern Region,Civil Engineering,Medium,180,4012,2809,1203,16883,16857,26
2023,1,Al Bahah Region,Civil Engineering,Small,4,10,9,1,39,39,0
2023,1,Al Bahah Region,Civil Engineering,Large,1,51,46,5,253,253,0
2023,1,Al Bahah Region,Civil Engineering,Micro,28,9,3,6,63,63,0
2023,1,Al Bahah Region,Civil Engineering,Medium,2,40,27,13,108,108,0
2023,1,Al-Jawf Region,Civil Engineering,Small,17,39,26,13,202,202,0
2023,1,Al-Jawf Region,Civil Engineering,Large,1,121,78,43,281,263,18
2023,1,Al-Jawf Region,Civil Engineering,Micro,46,10,8,2,100,100,0
2023,1,Al-Jawf Region,Civil Engineering,Medium,5,125,89,36,397,396,1
2023,1,Northern border Region,Civil Engineering,Small,7,33,20,13,119,119,0
2023,1,Northern border Region,Civil Engineering,Micro,39,10,4,6,96,95,1
2023,1,Northern border Region,Civil Engineering,Medium,1,38,20,18,128,128,0
2023,1,Riyadh Region,Civil Engineering,Small,680,2165,1039,1126,9529,9469,60
2023,1,Riyadh Region,Civil Engineering,Large,123,27473,18550,8923,125563,124890,673
2023,1,Riyadh Region,Civil Engineering,Micro,1284,515,238,277,2736,2709,27
2023,1,Riyadh Region,Civil Engineering,Medium,241,5103,3077,2026,23107,23045,62
2023,1,Qassim Region,Civil Engineering,Small,70,235,150,85,1103,1102,1
2023,1,Qassim Region,Civil Engineering,Large,11,1531,959,572,8428,8427,1
2023,1,Qassim Region,Civil Engineering,Micro,158,43,29,14,387,384,3
2023,1,Qassim Region,Civil Engineering,Medium,22,421,344,77,2036,2031,5
2023,1,Medina Region,Civil Engineering,Small,74,243,150,93,979,977,2
2023,1,Medina Region,Civil Engineering,Large,9,950,635,315,3932,3906,26
2023,1,Medina Region,Civil Engineering,Micro,187,52,29,23,445,443,2
2023,1,Medina Region,Civil Engineering,Medium,22,523,374,149,1884,1882,2
2023,1,Tabuk Region,Civil Engineering,Small,20,64,31,33,261,261,0
2023,1,Tabuk Region,Civil Engineering,Large,1,101,50,51,496,496,0
2023,1,Tabuk Region,Civil Engineering,Micro,78,21,8,13,167,166,1
2023,1,Tabuk Region,Civil Engineering,Medium,4,83,55,28,300,300,0
2023,1,Jazan Region,Civil Engineering,Small,22,45,20,25,325,324,1
2023,1,Jazan Region,Civil Engineering,Large,1,59,52,7,326,326,0
2023,1,Jazan Region,Civil Engineering,Micro,107,23,10,13,264,264,0
2023,1,Jazan Region,Civil Engineering,Medium,6,147,90,57,639,639,0
2023,1,Hail Region,Civil Engineering,Small,25,68,42,26,311,310,1
2023,1,Hail Region,Civil Engineering,Large,1,125,79,46,641,641,0
2023,1,Hail Region,Civil Engineering,Micro,70,13,6,7,175,173,2
2023,1,Hail Region,Civil Engineering,Medium,7,154,117,37,649,645,4
2023,1,Asir Region,Civil Engineering,Small,55,145,79,66,630,628,2
2023,1,Asir Region,Civil Engineering,Large,8,682,560,122,3499,3499,0
2023,1,Asir Region,Civil Engineering,Micro,151,49,29,20,361,361,0
2023,1,Asir Region,Civil Engineering,Medium,26,594,432,162,2388,2387,1
2023,1,Makkah Region,Civil Engineering,Small,342,1183,621,562,4643,4612,31
2023,1,Makkah Region,Civil Engineering,Large,38,7335,5319,2016,34802,34710,92
2023,1,Makkah Region,Civil Engineering,Micro,686,246,126,120,1551,1530,21
2023,1,Makkah Region,Civil Engineering,Medium,97,2034,1315,719,8584,8551,33
2023,1,Najran Region,Civil Engineering,Small,21,80,36,44,304,304,0
2023,1,Najran Region,Civil Engineering,Large,6,845,600,245,3401,3401,0
2023,1,Najran Region,Civil Engineering,Micro,61,19,7,12,141,140,1
2023,1,Najran Region,Civil Engineering,Medium,9,137,79,58,706,704,2
2023,1,Eastern Region,Water transportation,Small,28,166,119,47,230,225,5
2023,1,Eastern Region,Water transportation,Micro,47,38,33,5,69,69,0
2023,1,Eastern Region,Water transportation,Medium,13,793,629,164,364,357,7
2023,1,Al Bahah Region,Water transportation,Micro,1,0,0,0,2,2,0
2023,1,Northern border Region,Water transportation,Micro,1,0,0,0,1,1,0
2023,1,Riyadh Region,Water transportation,Small,17,130,60,70,173,172,1
2023,1,Riyadh Region,Water transportation,Micro,119,33,19,14,273,269,4
2023,1,Riyadh Region,Water transportation,Medium,2,173,150,23,73,72,1
2023,1,Qassim Region,Water transportation,Small,1,0,0,0,8,8,0
2023,1,Qassim Region,Water transportation,Micro,5,1,0,1,11,11,0
2023,1,Medina Region,Water transportation,Small,6,37,29,8,45,45,0
2023,1,Medina Region,Water transportation,Micro,22,15,10,5,35,35,0
2023,1,Medina Region,Water transportation,Medium,2,62,46,16,58,56,2
2023,1,Tabuk Region,Water transportation,Small,2,7,3,4,27,15,12
2023,1,Tabuk Region,Water transportation,Micro,13,8,8,0,20,20,0
2023,1,Jazan Region,Water transportation,Small,3,50,33,17,14,14,0
2023,1,Jazan Region,Water transportation,Micro,13,5,3,2,24,24,0
2023,1,Hail Region,Water transportation,Micro,4,3,1,2,5,5,0
2023,1,Asir Region,Water transportation,Micro,13,1,1,0,34,34,0
2023,1,Makkah Region,Water transportation,Small,37,188,133,55,293,287,6
